Id,Prediction
0,0.00024636718357660834
1,0.015647478178152
2,0.03278644735557333
3,0.020850067505369232
4,0.041000291733547974
5,0.033375649280099326
6,0.001586132135009723
7,0.08338175907394633
8,0.018281896035172284
9,0.00015138463954948153
10,0.0012144869709506657
11,0.48898667789572015
12,0.00027700587669701195
13,0.5953866813523556
14,0.01308206933863763
15,0.002199019666093769
16,0.4333821106583487
17,0.08492214987694544
18,0.06332778251123766
19,0.02754399196939732
20,0.03332872841381788
21,0.19854481376011765
22,0.1466641138028531
23,0.028565978058596366
24,0.03872569976984876
25,0.0033629967138236617
26,0.017832930748685187
27,0.06265887142304298
28,0.006713234911123229
29,0.0118086187435962
30,0.04027268628817333
31,0.041866872380315744
32,0.02605365947327034
33,0.04303834446772369
34,0.0006349402380661086
35,0.032035590601554205
36,0.03306928690727257
37,0.0950305471498655
38,0.053731479602427495
39,0.00010952810473497666
40,0.0005107982915863894
41,0.01838315862294079
42,0.1788704320091432
43,0.009748482006119719
44,0.3782493158295867
45,0.07971625563925076
46,0.033308575610761025
47,0.014306580842802567
48,0.0005572261762045757
49,0.033561031840417685
50,0.07386052350230676
51,0.031112382479507955
52,0.01977648558094917
53,0.001042576030498088
54,0.005970412697949564
55,0.13874348026253672
56,0.060499943192246476
57,0.4544315555185549
58,0.06795408675831043
59,0.01431636349419472
60,0.10715283308572374
61,0.0002510918547874524
62,0.13732490832523717
63,0.08544969836021289
64,0.01862464276194156
65,0.10555418459128836
66,0.04014557460552889
67,0.04999291388306691
68,0.015016633279099051
69,0.343535221696184
70,0.00467514167649382
71,0.007817029328431684
72,0.44595787432107026
73,0.003150533270393194
74,0.0018206156091423542
75,0.0541458078048102
76,0.08409744257759835
77,0.004498982009076385
78,0.011269410573423051
79,0.0076955192164354464
80,0.015250150876318043
81,0.15433479727517357
82,0.007331078847363492
83,0.015081705602536183
84,0.5950568689789708
85,0.00017308335693269085
86,0.1537875650902483
87,0.07184125321441419
88,0.03243423747931131
89,0.006329561489912061
90,0.028074576650588455
91,0.01897978222436478
92,0.01153823214341733
93,0.021557966280803236
94,0.0006926520314396128
95,0.0026113833930862967
96,0.011359241324594682
97,0.006841896827818929
98,0.19417112371048242
99,0.0578262789355836
100,0.005779409771957946
101,0.002697799837283143
102,0.0001717688019286773
103,0.6275544461822953
104,0.021843786915632928
105,0.009463417911344455
106,0.029917965199641666
107,0.20553246402057893
108,0.00016913878978439716
109,0.08830011697878055
110,0.2655795742933239
111,0.013508182536927682
112,0.0010759751822527204
113,0.049068869508234705
114,0.0019583605190227546
115,0.380068498605314
116,0.003194334526870702
117,0.015439560874997694
118,7.016671972699245e-05
119,0.12323913953019758
120,0.02392708618411522
121,0.08575618393131391
122,0.010746208300138413
123,0.0029517190105502827
124,0.13143060791129915
125,0.55666834043631
126,0.06824605634437256
127,0.012469057737409592
128,0.4675543641489233
129,0.09459201114967791
130,0.07757338387587687
131,0.05664885144070262
