Id,Prediction
0,0.008143333333333322
1,0.03334199999999993
2,0.04209566666666666
3,0.0226873333333334
4,0.04896000000000007
5,0.032498333333333324
6,0.014284666666666673
7,0.11886733333333306
8,0.020669000000000045
9,0.017948333333333382
10,0.020053333333333416
11,0.36669333333333326
12,0.016119333333333354
13,0.4535869999999987
14,0.024168999999999993
15,0.017566000000000036
16,0.37356799999999885
17,0.03333766666666671
18,0.10356666666666639
19,0.061487333333333546
20,0.049940333333333475
21,0.19305666666666635
22,0.12074433333333312
23,0.06169933333333348
24,0.02978366666666665
25,0.013106000000000017
26,0.04169433333333327
27,0.06075533333333341
28,0.036322666666666614
29,0.02992000000000004
30,0.13539566666666564
31,0.07918533333333341
32,0.0364746666666666
33,0.036247999999999996
34,0.02348700000000007
35,0.11710366666666584
36,0.025501999999999983
37,0.13266399999999878
38,0.06328733333333364
39,0.0053846666666666695
40,0.013289666666666679
41,0.050259333333333434
42,0.1067153333333328
43,0.022342000000000077
44,0.22411866666666647
45,0.06526833333333348
46,0.0900706666666666
47,0.023985333333333386
48,0.01508400000000004
49,0.03977366666666676
50,0.19051399999999954
51,0.04081266666666662
52,0.02049066666666672
53,0.019966333333333374
54,0.025685000000000076
55,0.0785246666666671
56,0.07639000000000017
57,0.3706290000000029
58,0.056153000000000085
59,0.04167933333333318
60,0.16201666666666603
61,0.017514000000000016
62,0.08644566666666682
63,0.02048233333333338
64,0.04219133333333318
65,0.06548800000000017
66,0.048100333333333335
67,0.051619000000000206
68,0.04178699999999993
69,0.33118514285714257
70,0.014890333333333347
71,0.046260666666666686
72,0.33029066666666657
73,0.02343300000000003
74,0.014441666666666686
75,0.04476299999999998
76,0.1247733333333328
77,0.013275666666666675
78,0.02329400000000009
79,0.05660266666666692
80,0.017936666666666712
81,0.2063663333333333
82,0.04424366666666673
83,0.03137800000000001
84,0.49702766666666537
85,0.007872333333333316
86,0.10386899999999961
87,0.06022400000000016
88,0.04737666666666667
89,0.04164899999999991
90,0.03165900000000002
91,0.05691566666666668
92,0.016890666666666686
93,0.058142000000000124
94,0.015609666666666692
95,0.02489233333333338
96,0.013815
97,0.025690333333333287
98,0.29886566666666725
99,0.08033533333333376
100,0.01372799999999999
101,0.01189899999999999
102,0.007619999999999993
103,0.5147029999999997
104,0.04117333333333322
105,0.02652033333333339
106,0.10627966666666623
107,0.1961666666666669
108,0.022879000000000125
109,0.053907666666666854
110,0.1643673333333325
111,0.021343666666666712
112,0.010316333333333311
113,0.035443000000000065
114,0.013256666666666674
115,0.35112299999999896
116,0.024514000000000046
117,0.03262699999999999
118,0.010600999999999992
119,0.04831866666666673
120,0.03378666666666666
121,0.09789033333333327
122,0.025707666666666663
123,0.023929000000000023
124,0.16021933333333224
125,0.444104333333331
126,0.09412133333333328
127,0.03424866666666664
128,0.40725399999999834
129,0.12568966666666612
130,0.026732333333333424
131,0.0521243333333333
132,0.054584999999999835
133,0.07462100000000003
134,0.17373499999999953
135,0.0765300000000001
136,0.25164033333333446
137,0.039538999999999984
138,0.06068900000000014
139,0.07978866666666701
140,0.08374333333333378
141,0.014988333333333369
142,0.020875666666666733
143,0.05374266666666677
144,0.2000499999999992
145,0.009137999999999983
146,0.04736800000000015
147,0.07291
148,0.12129833333333288
149,0.03771633333333328
150,0.01714466666666671
151,0.1405550000000001
152,0.09231933333333325
153,0.02114000000000004
154,0.023532000000000088
155,0.01965333333333337
156,0.07013766666666688
157,0.0190816666666667
158,0.24971433333333395
159,0.04644266666666667
160,0.0076399999999999845
161,0.12018566666666614
162,0.06579266666666685
163,0.04297999999999995
164,0.12590633333333306
165,0.11758233333333315
166,0.14224033333333283
167,0.18988599999999967
168,0.04324366666666668
169,0.010405666666666652
170,0.07916133333333376
171,0.24717833333333333
172,0.06271200000000027
173,0.08813600000000002
174,0.10841266666666667
175,0.013615000000000007
176,0.19776200000000016
177,0.014211000000000031
178,0.03871699999999992
179,0.03347200000000005
180,0.01753833333333338
181,0.05985233333333361
182,0.01810200000000006
183,0.011468333333333311
184,0.0344766666666666
185,0.050892666666666767
186,0.09023833333333307
187,0.016350000000000024
188,0.08772066666666699
189,0.2676526666666679
190,0.028785333333333347
191,0.06641466666666686
192,0.0712120000000001
193,0.042663333333333255
194,0.5478506666666667
195,0.0924656666666666
196,0.14187433333333282
197,0.018752000000000057
198,0.032026333333333344
199,0.021610666666666774
200,0.09028833333333312
201,0.14229133333333238
202,0.3155553333333343
203,0.02156866666666674
204,0.1523866666666655
205,0.053168333333333255
206,0.025671000000000103
207,0.012852222222222221
208,0.023707000000000047
209,0.10094233333333295
210,0.02609299999999999
211,0.010103999999999967
212,0.07612900000000021
213,0.11697433333333317
214,0.06937133333333344
215,0.00810233333333331
216,0.06262200000000011
217,0.0464013333333333
218,0.0774090000000001
219,0.02791033333333334
220,0.03532700000000003
221,0.011251999999999984
222,0.11075033333333284
223,0.16790366666666695
224,0.015566666666666649
225,0.009980666666666633
226,0.15974433333333193
227,0.1303689999999993
228,0.06687466666666683
229,0.012418666666666668
230,0.05298166666666676
231,0.10245033333333312
232,0.08854966666666675
233,0.06982133333333344
234,0.018978000000000085
235,0.04974933333333341
236,0.013728666666666663
237,0.010190999999999974
238,0.019710333333333364
239,0.10438166666666643
240,0.016048666666666694
241,0.0402076666666666
242,0.0423266666666667
243,0.3998113333333342
244,0.04836100000000007
245,0.02689599999999999
246,0.014857000000000014
247,0.01713300000000002
248,0.03393799999999993
249,0.16691599999999893
250,0.06367633333333356
251,0.03499533333333332
